assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction
6155,5609,In vitro anticancer activity against human lung (A549) cell line,F,,,Homo sapiens,9606.0,,,A549,
6156,17206,Percent growth inhibition at 200 uM PARP inhibitor in A549 cells,F,,,Homo sapiens,9606.0,,,A549,
6157,17206,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..006 uM compound concentration in A549 cells,F,,,Homo sapiens,9606.0,,,A549,
6158,17206,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..03 uM compound concentration in A549 cells,F,,,Homo sapiens,9606.0,,,A549,
6159,17206,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..15 uM compound concentration in A549 cells,F,,,Homo sapiens,9606.0,,,A549,
6160,17206,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 0..4 uM compound concentration in A549 cells,F,,,Homo sapiens,9606.0,,,A549,
6161,17206,Percent ADP-ribose polymer formation in presence of MNNG (25 uM) at 11 uM compound concentration in A549 cells,F,,,Homo sapiens,9606.0,,,A549,
6162,16295,Inhibition of A549 human lung tumor cell proliferation,F,,,Homo sapiens,9606.0,,,A549,
6163,16825,"Concentration required to inhibit the lung A549 cell growth by 50%,P53 status of cell line used was wild-type. ",F,,,Homo sapiens,9606.0,,,A549,
6164,3439,In vitro cytotoxicity against human tumor cell line A549,F,,,Homo sapiens,9606.0,,,A549,
6165,10870,In vitro growth inhibitory activity against A549 human nonsmall cell lung carcinoma cells. ,F,,,Homo sapiens,9606.0,,,A549,
6166,4845,Inhibitory concentration of compound against proliferation of lung carcinoma A549 cell line,F,,,Homo sapiens,9606.0,,,A549,
6167,5822,Inhibitory concentration (resynthesized pure material) against TNF-alpha induced apoptosis of A549 cells,F,,,Homo sapiens,9606.0,,,A549,
6168,5822,Inhibitory concentration (solid phase) against TNF-alpha induced apoptosis of A549 cells,F,,,Homo sapiens,9606.0,,,A549,
6169,5822,Inhibitory concentration (solid phase) against TNF-alpha induced apoptosis of A549 cells: Not tested,F,,,Homo sapiens,9606.0,,,A549,
6170,16381,% inhibition against A549 cells (lung cancer) at 0.04 ug/mL,F,,,Homo sapiens,9606.0,,,A549,
6171,16381,% inhibition against A549 cells (lung cancer) at 0.4 ug/mL,F,,,Homo sapiens,9606.0,,,A549,
6172,16381,% inhibition against A549 cells (lung cancer) at 4 ug/mL,F,,,Homo sapiens,9606.0,,,A549,
6173,5609,In vitro anticancer activity against human lung (A549) cell line,F,,,Homo sapiens,9606.0,,,A549,
6174,4644,Inhibition of proliferation of A549 cells at concentration of 0.1 uM was determined,F,,,Homo sapiens,9606.0,,,A549,
6175,4644,Inhibition of proliferation of A549 cells at concentration of 100 uM was determined,F,,,Homo sapiens,9606.0,,,A549,
6176,4644,Inhibition of proliferation of A549 cells at concentration of 10 uM was determined,F,,,Homo sapiens,9606.0,,,A549,
6177,4644,Inhibition of proliferation of A549 cells at concentration of 1 uM was determined,F,,,Homo sapiens,9606.0,,,A549,
6178,5822,Inhibitory concentration (resynthesized pure material) against TNF-alpha induced apoptosis of A549 cells at 20 uM,F,,,Homo sapiens,9606.0,,,A549,
6179,3415,Percentage inhibition of human lung carcinoma (A549) cell lines,F,,,Homo sapiens,9606.0,,,A549,
6180,16726,Influence of PARP-1 cellular activity on NAD+ levels at a concentration of 25 uM of the compound,F,,,Homo sapiens,9606.0,,,A549,
6181,17206,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TM); ND denotes not determined",F,,,Homo sapiens,9606.0,,,A549,
6182,17206,Concentration that gives 50% growth inhibition (temozolomide alone/ (temozolomide + 0.4 uM of compound)) in A549 cells; ND denotes not determined,F,,,Homo sapiens,9606.0,,,A549,
6183,17206,Concentration that gives 50% growth inhibition (topotecan alone/ (topotecan + 0.4 uM of compound)) in A549 cells; ND denotes not determined,F,,,Homo sapiens,9606.0,,,A549,
6184,17206,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TM)",F,,,Homo sapiens,9606.0,,,A549,
6185,17206,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.006 uM",F,,,Homo sapiens,9606.0,,,A549,
6186,17206,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.03 uM",F,,,Homo sapiens,9606.0,,,A549,
6187,17206,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.15 uM",F,,,Homo sapiens,9606.0,,,A549,
6188,17206,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.4 uM",F,,,Homo sapiens,9606.0,,,A549,
6189,17206,Concentration that gives 50% growth inhibition (temozolomide alone/ (temozolomide + 0.4 uM of compound)) in A549 cells,F,,,Homo sapiens,9606.0,,,A549,
6190,17206,Concentration that gives 50% growth inhibition (topotecan alone/ (topotecan + 0.4 uM of compound)) in A549 cells,F,,,Homo sapiens,9606.0,,,A549,
6191,16726,Cytotoxicity potentiation of Topotecan in human lung carcinoma A549 cells by the compound as potentiation factor at 50% growth inhibition,F,,,Homo sapiens,9606.0,,,A549,
6192,17206,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.006 uM compound concentration in A549 cells,F,,,Homo sapiens,9606.0,,,A549,
6193,17206,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.03 uM compound concentration in A549 cells,F,,,Homo sapiens,9606.0,,,A549,
6194,17206,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.15 uM compound concentration in A549 cells,F,,,Homo sapiens,9606.0,,,A549,
6195,17206,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.4 uM compound concentration in A549 cells,F,,,Homo sapiens,9606.0,,,A549,
6196,6084,Pharmacokinetic activity (Cmax) (10 mg/kg) was determined in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6197,6084,Pharmacokinetic activity (Cmax) in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6198,4809,Pharmacokinetic parameter Cmax was determined in Beagle dogs after (iv) administration of a dose of 28 (uM/kg),A,In vivo,,Canis lupus familiaris,9615.0,,,,
6199,5983,Pharmacokinetic property (Cmax) was measured in dog at the dose of 0.032 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6200,6251,Plasma clearance rate by iv administration in dog at a dose of 6 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6201,5932,Cmax in dog plasma after 30mg/kg oral dose,A,In vivo,,Canis lupus familiaris,9615.0,,Plasma,,
6202,4273,Tested for the peak blood level in dog,A,In vivo,,Canis lupus familiaris,9615.0,,Blood,,
6203,5313,"Tested for the pharmacokinetic data, maximum concentration (Cmax) in dog",A,In vivo,,Canis lupus familiaris,9615.0,,,,
6204,5313,"Tested for the pharmacokinetic data, maximum concentration (Cmax) in dog at dosage of 10 mpk",A,In vivo,,Canis lupus familiaris,9615.0,,,,
6205,6221,The peak blood concentration after 5 hr administration (2.5 mg/kg) in dog was determined,A,In vivo,,Canis lupus familiaris,9615.0,,Blood,,
6206,4709,Concentration in the plasma after intravenous administration of 1 mg/kg in dog,A,,,Canis lupus familiaris,9615.0,,,,
6207,167,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Dog at maximum of 0.3 hours,A,,,Canis lupus familiaris,9615.0,,,,
6208,6241,Final plasma concentration in dogs after oral administration at 1 mg/kg,A,,,Canis lupus familiaris,9615.0,,Plasma,,
6209,344,Plasma concentration in dogs when measured 1 and 5 hours following initiation of reperfusion at 300 min,A,,,Canis lupus familiaris,9615.0,,,,
6210,344,Plasma concentration in dogs when measured 1 and 5 hours following initiation of reperfusion at 30 min,A,,,Canis lupus familiaris,9615.0,,,,
6211,344,Plasma concentration in dogs when measured 1 and 5 hours following initiation of reperfusion at 60 min,A,,,Canis lupus familiaris,9615.0,,,,
6212,2189,Percent of radioactive dose in urine and faeces excreted in 0-24 hr by dogs,A,,,Canis lupus familiaris,9615.0,,,,
6213,2189,Percent of radioactive dose in urine and feces excreted by 0-24 hr in dogs,A,,,Canis lupus familiaris,9615.0,,Urine,,
6214,2189,Percent of radioactive dose in urine and feces excreted by 0-24 hr in dogs; NA is <10% inhibition at 1 uM for binding data,A,,,Canis lupus familiaris,9615.0,,Urine,,
6215,2189,Percent of radioactive dose in urine and feces excreted in 0-24 hr by dogs; NA is <10% inhibition at 1 uM for binding data,A,,,Canis lupus familiaris,9615.0,,Urine,,
6216,4257,Absolute bioavailability was evaluated in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6217,6221,Bioavailability after oral administration (2.5 mg/kg) in dog was determined,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6218,6215,Bioavailability after peroral administration (1 mg/kg) was determined in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6219,17267,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6220,6621,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6221,3854,Bioavailability after intravenous administration in dogs,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6222,3854,Bioavailability after peroral administration in dogs,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6223,5007,Bioavailability in dog (dose 5 mg/kg p.o. and 2 mg/kg i.v.),A,In vivo,,Canis lupus familiaris,9615.0,,,,
6224,4333,Bioavailability in dog (Beagle) (male) (dose 3 mg/kg i.v. and 10 mg/kg p.o.) measured from 1 to 24 hr,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6225,4333,Bioavailability in plasma of male Beagle dogs treated with 3 mg/kg (i.v.) and 10 mg/kg (p.o.) measured from 1 to 24 hr; ND indicates not determined,A,In vivo,,Canis lupus familiaris,9615.0,,Plasma,,
6226,5006,Bioavailability,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6227,5199,Bioavailability,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6228,4368,Bioavailability by intravenous administration of 1.2 mg/kg in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6229,3771,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6230,4953,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6231,5064,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6232,17657,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6233,17796,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6234,17853,Bioavailability in dog (p.o.) at 2.0 mpk,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6235,4521,Bioavailability in dog (dose 2 mg/kg p.o. and 0.5 mg/kg i.v.),A,In vivo,,Canis lupus familiaris,9615.0,,,,
6236,4521,Bioavailability in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration; ND is not determined,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6237,5006,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6238,16365,Bioavailability was evaluated after oral administration in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6239,1916,Bioavailability was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6240,1918,Bioavailability was evaluated in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6241,4239,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6242,6505,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6243,5334,Bioavailability was reported after intravenous administration at a dose of 1 mg/kg in Beagle dog (male),A,In vivo,,Canis lupus familiaris,9615.0,,,,
6244,5334,Bioavailability was reported after oral administration at a dose of 2 mg/kg in Beagle dog (male),A,In vivo,,Canis lupus familiaris,9615.0,,,,
6245,4809,Bioavailability was determined in Beagle dogs after (iv) administration of a dose of 28 (uM/kg),A,In vivo,,Canis lupus familiaris,9615.0,,,,
6246,6348,Bioavailability was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6247,6005,Bioavailability was evaluated in dog after peroral administration at a dose of 1 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6248,17804,Bioavailability of compound in dog was determined after peroral administration,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6249,3184,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6250,1806,Compound was evaluated for oral bioavailability at different dose 27.5 mg/kg DMP323 equiv in dogs,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6251,1806,Compound was evaluated for oral bioavailability at different dose 7.7 mg/kg DMP323 equiv in dogs,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6252,1806,Compound was evaluated for oral bioavailability in dogs; 37-38 %,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6253,4839,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6254,5017,Oral bioavailability in dog (1 mg/kg p.o. and 0.2 mg/kg i.v.),A,In vivo,,Canis lupus familiaris,9615.0,,,,
6255,846,Biodistribution of [123I]- labeled compound in mice heart was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,,Heart,,
6256,846,Biodistribution of [123I]- labeled compound in mice heart was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,,Heart,,
6257,846,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,,Kidney,,
6258,846,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,,Kidney,,
6259,846,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,,Kidney,,
6260,846,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,,Kidney,,
6261,846,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,,Kidney,,
6262,846,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,,Kidney,,
6263,846,Biodistribution of [123I]- labeled compound in mice liver was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,,Liver,,
6264,846,Biodistribution of [123I]- labeled compound in mice liver was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,,Liver,,
6265,846,Biodistribution of [123I]- labeled compound in mice liver was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,,Liver,,
6266,846,Biodistribution of [123I]- labeled compound in mice liver was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,,Liver,,
6267,846,Biodistribution of [123I]- labeled compound in mice liver was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,,Liver,,
6268,846,Biodistribution of [123I]- labeled compound in mice liver was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,,Liver,,
6269,846,Biodistribution of [123I]- labeled compound in mice lungs was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,,Lung,,
6270,846,Biodistribution of [123I]- labeled compound in mice lungs was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,,Lung,,
6271,846,Biodistribution of [123I]- labeled compound in mice lungs was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,,Lung,,
6272,846,Biodistribution of [123I]- labeled compound in mice lungs was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,,Lung,,
6273,846,Biodistribution of [123I]- labeled compound in mice lungs was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,,Lung,,
6274,846,Biodistribution of [123I]- labeled compound in mice lungs was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,,Lung,,
6275,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice blood bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,10090.0,,,CCRF S-180,
6276,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice blood bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,10090.0,,,CCRF S-180,
6277,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice blood bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,10090.0,,,CCRF S-180,
6278,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice blood bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,10090.0,,,CCRF S-180,
6279,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice blood bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,10090.0,,,CCRF S-180,
6280,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice brain bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,10090.0,,Brain,CCRF S-180,
6281,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice brain bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,10090.0,,Brain,CCRF S-180,
6282,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice brain bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,10090.0,,Brain,CCRF S-180,
6283,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice brain bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,10090.0,,Brain,CCRF S-180,
6284,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice brain bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,10090.0,,Brain,CCRF S-180,
6285,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice heart bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,10090.0,,Heart,CCRF S-180,
6286,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice heart bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,10090.0,,Heart,CCRF S-180,
6287,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice heart bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,10090.0,,Heart,CCRF S-180,
6288,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice heart bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,10090.0,,Heart,CCRF S-180,
6289,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice heart bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,10090.0,,Heart,CCRF S-180,
6290,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice kidney bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,10090.0,,Kidney,CCRF S-180,
6291,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice kidney bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,10090.0,,Kidney,CCRF S-180,
6292,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice kidney bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,10090.0,,Kidney,CCRF S-180,
6293,17130,Cytotoxic activity of compound against A-549 cell lines at concentration of 10(ug/ml) on,F,,,Homo sapiens,9606.0,,,A549,
6294,17130,Cytotoxic activity of compound against A-549 cell lines at concentration of 10(ug/ml)on,F,,,Homo sapiens,9606.0,,,A549,
6295,17130,Cytotoxic activity of compound against A-549 cell lines at concentration of 3.3 (ug/ml),F,,,Homo sapiens,9606.0,,,A549,
6296,17130,Cytotoxic activity of compound against A-549 cell lines at concentration of 3.3 (ug/ml)),F,,,Homo sapiens,9606.0,,,A549,
6297,3263,Antineoplastic activity against A-549 (human lung carcinoma) cell line.,F,,,Homo sapiens,9606.0,,,A549,
6298,6663,In vitro rate of inhibition of A-549 tumor cell growth at 10E-4 mol/L,F,,,Homo sapiens,9606.0,,,A549,
6299,6663,In vitro rate of inhibition of A-549 tumor cell growth at 10E-5 mol/L,F,,,Homo sapiens,9606.0,,,A549,
6300,6663,In vitro rate of inhibition of A-549 tumor cell growth at 10E-6 mol/L,F,,,Homo sapiens,9606.0,,,A549,
6301,6663,In vitro rate of inhibition of A-549 tumor cell growth at 10E-7 mol/L,F,,,Homo sapiens,9606.0,,,A549,
6302,6663,In vitro rate of inhibition of A-549 tumor cell growth at 10E-8 mol/L,F,,,Homo sapiens,9606.0,,,A549,
6303,6663,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.0625 uM,F,,,Homo sapiens,9606.0,,,A549,
6304,6663,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.125 uM,F,,,Homo sapiens,9606.0,,,A549,
6305,6663,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.25 uM,F,,,Homo sapiens,9606.0,,,A549,
6306,6663,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.5 uM,F,,,Homo sapiens,9606.0,,,A549,
6307,6663,Rate of inhibition of A-549 tumor cell growth at a concentration of 1 uM,F,,,Homo sapiens,9606.0,,,A549,
6308,3983,The compound was evaluated for its cytotoxic potency against A-549 cell line,F,,,Homo sapiens,9606.0,,,A549,
6309,11141,Cytotoxic concentration required to inhibit 50% cell growth in A-549 lung carcinoma cell lines,F,,,Homo sapiens,9606.0,,,A549,
6310,5076,Cytotoxic activity of compound against A-549 tumor cell line.,F,,,Homo sapiens,9606.0,,,A549,
6311,3311,In vitro cytotoxicity against Lung A-549 human tumors following a 6 day exposure.,F,,,Homo sapiens,9606.0,,,A549,
6312,3311,In vitro cytotoxicity against Lung A-549 human tumors following a 2 day exposure.,F,,,Homo sapiens,9606.0,,,A549,
6313,3311,In vitro cytotoxicity against Lung A-549 human tumors following a 2 day exposure; ND is no data,F,,,Homo sapiens,9606.0,,,A549,
6314,5076,Cytotoxic activity of compound against A-549 tumor cell line at conc. of 20 ug/mL,F,,,Homo sapiens,9606.0,,,A549,
6315,4150,Compound was tested for cytotoxic activity against A-549 human lung carcinoma (ATCC:CCL-185),F,,,Homo sapiens,9606.0,,,A549,
6316,2150,In vitro inhibitory concentration against cell culture of A-549 human lung carcinoma,F,,,Homo sapiens,9606.0,,,A549,
6317,4644,Concentration for in vitro cytotoxicity against A-549 human lung tumor cells,F,,,Homo sapiens,9606.0,,,A549,
6318,263,Dose required for in vitro cytotoxic activity against A-549 lung carcinoma cells at concentration of 10 ug/ml; NA is no cytotoxicity,F,,,Homo sapiens,9606.0,,,A549,
6319,11333,Cytotoxic concentration against A-549 tumor cells.,F,,,Homo sapiens,9606.0,,,A549,
6320,11333,Cytotoxic concentration against A-549 tumor cells; Inactive at 10 ug/mL.,F,,,Homo sapiens,9606.0,,,A549,
6321,15895,"Cytotoxicity against NCI tumor panel, A-549/ATCC non small-cell lung cancer cell line",F,,,Homo sapiens,9606.0,,,A549,
6322,16677,Minimum inhibitory concentration (lowest peptide concentration) required to prevent visible bacterial growth after 18 hr of incubation at 37 C in Mueller-Hinton broth against Acinetobacter baumannii 118A,F,,,Acinetobacter baumannii,470.0,,,,
6323,10624,Activity against Acinetobacter calcoaceticus (AC54),F,,,Acinetobacter calcoaceticus,471.0,,,,
6324,16717,In vitro antifungal activity against Aspergillus flavus CM74,F,,,Aspergillus flavus,5059.0,,,,
6325,16717,In vitro antifungal activity against Aspergillus flavus CM74,F,,,Aspergillus flavus,5059.0,,,,
6326,5513,Inhibitory activity tested against Aspergillus fumigatus at 256 ug/mL concentration,F,,,Aspergillus fumigatus,746128.0,,,,
6327,15962,In vitro minimum fungicidal concentration required to inhibit Aspergillus fumigatus(MFC),F,,,Aspergillus fumigatus,746128.0,,,,
6328,15962,Antimicrobial activity against Aspergillus fumigatus (MIC),F,,,Aspergillus fumigatus,746128.0,,,,
6329,15962,Antimicrobial activity against Aspergillus fumigatus (MIC),F,,,Aspergillus fumigatus,746128.0,,,,
6330,15962,In vitro antimicrobial activity against Aspergillus fumigatus (MIC),F,,,Aspergillus fumigatus,746128.0,,,,
6331,16717,In vitro antifungal activity against Aspergillus fumigatus 48238E,F,,,Aspergillus fumigatus,746128.0,,,,
6332,16717,In vitro antifungal activity against Aspergillus fumigatus 48238E,F,,,Aspergillus fumigatus,746128.0,,,,
6333,8117,Compound is evaluated for plaque-bactericidal index (PBI) against Actinomyces naeslundii 631,F,,,Actinomyces naeslundii,1655.0,,,,
6334,8117,Compound is evaluated for plaque-bactericidal index (PBI) against Actinomyces viscosus M-100,F,,,Actinomyces viscosus,1656.0,,,,
6335,15472,Tested in vivo for Acanthocheilonema viteae at 200 mg/kg X 5 days(perorally),F,,,Acanthocheilonema viteae,6277.0,,,,
6336,15472,Tested in vivo for Acanthocheilonema viteae at 200 mg/kg X 5 days(perorally),F,,,Acanthocheilonema viteae,6277.0,,,,
6337,16443,Antibacterial activity determined as minimal inhibitory concentration (MIC) against Actinobacillus actinomycetecommitans ATCC 29527,F,,,Aggregatibacter actinomycetemcomitans,714.0,,,,
6338,16443,Antibacterial activity determined as minimal inhibitory concentration (MIC) against Actinobacillus actinomycetecommitans ATCC 29527; value ranges from 1-2,F,,,Aggregatibacter actinomycetemcomitans,714.0,,,,
6339,16443,Antibacterial activity determined as minimal inhibitory concentration (MIC) against Actinobacillus actinomycetecommitans ATCC 29527; value ranges from 1-2; ND is Not Determined,F,,,Aggregatibacter actinomycetemcomitans,714.0,,,,
6340,17206,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 11 uM compound concentration in A549 cells,F,,,Homo sapiens,9606.0,,,A549,
6341,17206,Percent ADP-ribose polymer formation at 25 uM compound concentration in A549 cells,F,,,Homo sapiens,9606.0,,,A549,
6342,16381,% inhibition against A549 cells (lung cancer) at 0.04 ug/mL,F,,,Homo sapiens,9606.0,,,A549,
6343,16381,% inhibition against A549 cells (lung cancer) at 0.4 ug/mL,F,,,Homo sapiens,9606.0,,,A549,
6344,16381,% inhibition against A549 cells (lung cancer) at 4 ug/mL,F,,,Homo sapiens,9606.0,,,A549,
6345,16381,GI values against A549 cells (lung cancer),F,,,Homo sapiens,9606.0,,,A549,
6346,17206,Effect on NAD+ depletion (% remaining versus vehicle control) 25 uM compound concentration in A549 cells,F,,,Homo sapiens,9606.0,,,A549,
6347,16325,Inhibitory activity against A549 human adenocarcinoma,F,,,Homo sapiens,9606.0,,,A549,
6348,10708,Evaluated for the antineoplastic activity against A549 lung (nonsmall cell) tumor xenograft in nude mice after administering 3 injections (intra peritoneally) at a dose of 200 mg/kg,F,,,Homo sapiens,9606.0,,,A549,
6349,10708,Evaluated for the antineoplastic activity against A549 lung (nonsmall cell) tumor xenograft in nude mice after administering 3 injections (intra peritoneally) at a dose of 100 mg/kg,F,,,Homo sapiens,9606.0,,,A549,
6350,17376,Inhibitory activity against A549 lung adenocarcinoma cell line,F,,,Homo sapiens,9606.0,,,A549,
6351,17376,Inhibitory activity against A549 lung adenocarcinoma cell line; not determined,F,,,Homo sapiens,9606.0,,,A549,
6352,17488,Cytotoxicity against human A549 lung cells,F,,,Homo sapiens,9606.0,,,A549,
